,Symbol,Description,OrderID,Quantity,Action,Exchange,Side,Price,News
1494,BIIB,Biogen Inc,1216,463000,M,1,S,289.01,0
1495,BMRN,Biomarin Pharmaceutical Inc,1117,641000,M,1,B,88.65,0
1496,CA,CA Inc,3118,348000,M,3,B,31.09,50
1497,CELG,Celgene Corp,1219,821000,M,1,S,117.53,0
1498,CERN,Cerner Corp,1120,879000,M,1,B,53.97,0
1499,CHKP,Check Point Software Technologies Ltd,3121,144000,M,3,B,97.94,0
1500,CHTR,Charter Communications Inc,3122,375000,M,3,B,326.93,100
1501,CMCSA,Comcast Corp,1223,630000,M,1,S,81.78,0
1502,COST,Costco Wholesale Corp,1124,325000,M,1,B,161.93,0
1503,CSCO,Cisco Systems Inc,1125,327000,M,1,B,30.54,0
1504,CSX,CSX Corp,3226,409000,M,3,S,47.54,100
1505,CTRP,Ctrip.Com International Ltd,2127,920000,M,2,B,42.88,0
1506,CTSH,Cognizant Technology Solutions Corp,3128,942000,M,3,B,52.58,50
1507,CTXS,Citrix Systems Inc,3129,869000,M,3,B,71.24,0
1508,DISCA,Discovery Communications Inc,1230,723000,M,1,S,37.26,0
1509,DISCK,Discovery Communications Inc,1231,138000,M,1,S,27.62,0
1510,DISH,DISH Network Corp,1132,412000,M,1,B,71.31,0
1511,DLTR,Dollar Tree Inc,3233,637000,M,3,S,76.56,0
1512,EA,Electronic Arts,3234,259000,M,3,S,83.28,0
1513,EBAY,eBay Inc,2135,987000,M,2,B,32.0,0
1514,ESRX,Express Scripts Holding Co,2236,935000,M,2,S,69.14,50
1515,EXPE,Expedia Inc,1237,910000,M,1,S,120.95,100
1516,FAST,Fastenal Co,3238,303000,M,3,S,49.78,0
1517,FB,Facebook,1139,823000,M,1,B,133.23,100
1518,FISV,Fiserv Inc,3240,184000,M,3,S,105.4,0
1519,FOX,21st Century Fox Class B,2241,914000,M,2,S,31.6,100
1520,FOXA,21st Century Fox Class A,1142,782000,M,1,B,31.76,0
1521,GILD,Gilead Sciences Inc,2143,361000,M,2,B,72.78,0
1522,GOOG,Alphabet Class C,2144,716000,M,2,B,795.75,0
1523,GOOGL,Alphabet Class A,1245,375000,M,1,S,815.23,0
1524,HSIC,Henry Schein Inc,1146,688000,M,1,B,159.76,100
1525,ILMN,Illumina Inc,1147,721000,M,1,B,161.89,0
1526,INCY,Incyte Corp,1148,572000,M,1,B,124.32,0
1527,INTC,Intel Corp,1249,239000,M,1,S,36.48,0
1528,INTU,Intuit Inc,2150,697000,M,2,B,117.6,0
1529,ISRG,Intuitive Surgical Inc,3151,415000,M,3,B,697.09,0
1530,AAL,American Airlines Group Inc,1101,920000,M,1,B,43.99,100
1531,AAPL,Apple Inc,1202,120000,M,1,S,129.19,0
1532,ADBE,Adobe Systems Inc,1103,668000,M,1,B,113.53,0
1533,ADI,Analog Devices Inc,1104,835000,M,1,B,76.24,0
1534,ADP,Automatic Data Processing Inc,2205,588000,M,2,S,95.26,0
1535,ADSK,Autodesk Inc,3106,247000,M,3,B,81.18,0
1536,AKAM,Akamai Technologies Inc,1207,859000,M,1,S,75.02,100
1537,ALXN,Alexion Pharmaceuticals Inc,3208,659000,M,3,S,136.82,0
1538,AMAT,Applied Materials Inc,1109,541000,M,1,B,28.04,0
1539,AMGN,Amgen Inc,3110,212000,M,3,B,159.63,100
1540,AMZN,Amazon.com Inc,3111,374000,M,3,B,829.23,0
1541,ATVI,Activision Blizzard Inc,1112,937000,M,1,B,40.5,50
1542,AVGO,Broadcom Ltd,3113,194000,M,3,B,203.61,0
1543,BBBY,Bed Bath & Beyond Inc,3214,713000,M,3,S,39.97,0
1544,BIDU,Baidu Inc,2115,392000,M,2,B,173.92,0
1545,BIIB,Biogen Inc,3216,780000,M,3,S,282.05,0
1546,BMRN,Biomarin Pharmaceutical Inc,3217,623000,M,3,S,88.81,0
1547,CA,CA Inc,3218,710000,M,3,S,34.65,100
1548,CELG,Celgene Corp,3119,605000,M,3,B,117.32,0
1549,CERN,Cerner Corp,2120,176000,M,2,B,53.92,50
1550,CHKP,Check Point Software Technologies Ltd,1221,443000,M,1,S,98.17,0
1551,CHTR,Charter Communications Inc,3222,231000,M,3,S,317.05,0
1552,CMCSA,Comcast Corp,3123,907000,M,3,B,75.76,0
1553,COST,Costco Wholesale Corp,3124,161000,M,3,B,161.89,100
1554,CSCO,Cisco Systems Inc,3125,819000,M,3,B,30.54,0
1555,CSX,CSX Corp,1126,887000,M,1,B,38.39,100
1556,CTRP,Ctrip.Com International Ltd,2127,330000,M,2,B,42.92,100
1557,CTSH,Cognizant Technology Solutions Corp,3228,559000,M,3,S,49.18,0
1558,CTXS,Citrix Systems Inc,1229,615000,M,1,S,71.25,0
1559,DISCA,Discovery Communications Inc,3230,195000,M,3,S,28.12,0
1560,DISCK,Discovery Communications Inc,2231,606000,M,2,S,27.47,0
1561,DISH,DISH Network Corp,1132,745000,M,1,B,61.28,0
1562,DLTR,Dollar Tree Inc,1233,184000,M,1,S,76.49,0
1563,EA,Electronic Arts,2134,567000,M,2,B,83.11,0
1564,EBAY,eBay Inc,1235,997000,M,1,S,32.06,50
1565,ESRX,Express Scripts Holding Co,2136,147000,M,2,B,70.06,0
1566,EXPE,Expedia Inc,2137,647000,M,2,B,114.9,0
1567,FAST,Fastenal Co,2238,924000,M,2,S,49.82,0
1568,FB,Facebook,1239,168000,M,1,S,133.22,50
1569,FISV,Fiserv Inc,1240,134000,M,1,S,105.5,100
1570,FOX,21st Century Fox Class B,1141,609000,M,1,B,24.42,0
1571,FOXA,21st Century Fox Class A,1142,112000,M,1,B,31.75,0
1572,GILD,Gilead Sciences Inc,2143,193000,M,2,B,72.77,100
1573,GOOG,Alphabet Class C,2244,547000,M,2,S,795.78,100
1574,GOOGL,Alphabet Class A,1145,210000,M,1,B,815.22,0
1575,HSIC,Henry Schein Inc,3246,510000,M,3,S,160.87,0
1576,ILMN,Illumina Inc,3247,557000,M,3,S,162.02,0
1577,INCY,Incyte Corp,2148,795000,M,2,B,124.3,0
1578,INTC,Intel Corp,3249,661000,M,3,S,36.41,0
1579,INTU,Intuit Inc,1250,840000,M,1,S,117.79,0
1580,ISRG,Intuitive Surgical Inc,3251,606000,M,3,S,697.13,100
1581,AAL,American Airlines Group Inc,2101,876000,M,2,B,36.98,50
1582,AAPL,Apple Inc,3102,404000,M,3,B,129.05,100
1583,ADBE,Adobe Systems Inc,2203,959000,M,2,S,113.69,50
1584,ADI,Analog Devices Inc,2104,515000,M,2,B,76.28,0
1585,ADP,Automatic Data Processing Inc,1105,314000,M,1,B,95.26,0
1586,ADSK,Autodesk Inc,1106,586000,M,1,B,81.15,0
1587,AKAM,Akamai Technologies Inc,1207,757000,M,1,S,74.99,0
1588,ALXN,Alexion Pharmaceuticals Inc,1208,614000,M,1,S,132.29,0
1589,AMAT,Applied Materials Inc,3209,846000,M,3,S,35.2,0
1590,AMGN,Amgen Inc,1110,926000,M,1,B,160.63,0
1591,AMZN,Amazon.com Inc,2111,769000,M,2,B,832.19,0
1592,ATVI,Activision Blizzard Inc,2212,948000,M,2,S,36.1,0
1593,AVGO,Broadcom Ltd,1113,806000,M,1,B,203.57,50
1594,BBBY,Bed Bath & Beyond Inc,2114,140000,M,2,B,39.84,0
1595,BIDU,Baidu Inc,2215,655000,M,2,S,174.06,50
1596,BIIB,Biogen Inc,2216,620000,M,2,S,281.97,0
1597,BMRN,Biomarin Pharmaceutical Inc,1217,553000,M,1,S,88.79,0
1598,CA,CA Inc,3218,855000,M,3,S,38.16,0
1599,CELG,Celgene Corp,3119,616000,M,3,B,117.3,0
1600,CERN,Cerner Corp,2220,512000,M,2,S,57.99,0
1601,CHKP,Check Point Software Technologies Ltd,3121,865000,M,3,B,98.03,100
1602,CHTR,Charter Communications Inc,1122,327000,M,1,B,326.92,0
1603,CMCSA,Comcast Corp,1123,643000,M,1,B,75.78,0
1604,COST,Costco Wholesale Corp,1224,775000,M,1,S,169.07,0
1605,CSCO,Cisco Systems Inc,2125,793000,M,2,B,30.57,0
1606,CSX,CSX Corp,3226,891000,M,3,S,38.64,0
1607,CTRP,Ctrip.Com International Ltd,3127,249000,M,3,B,52.94,0
1608,CTSH,Cognizant Technology Solutions Corp,3128,260000,M,3,B,52.55,0
1609,CTXS,Citrix Systems Inc,3129,880000,M,3,B,71.19,0
1610,DISCA,Discovery Communications Inc,3230,782000,M,3,S,28.27,0
1611,DISCK,Discovery Communications Inc,3131,928000,M,3,B,27.45,0
1612,DISH,DISH Network Corp,1132,345000,M,1,B,61.3,50
1613,DLTR,Dollar Tree Inc,1233,953000,M,1,S,76.59,0
1614,EA,Electronic Arts,3134,367000,M,3,B,83.07,100
1615,EBAY,eBay Inc,1135,783000,M,1,B,28.09,0
1616,ESRX,Express Scripts Holding Co,1236,541000,M,1,S,69.12,0
1617,EXPE,Expedia Inc,2237,687000,M,2,S,120.93,0
1618,FAST,Fastenal Co,1138,851000,M,1,B,49.62,0
1619,FB,Facebook,2239,167000,M,2,S,133.39,0
1620,FISV,Fiserv Inc,2240,513000,M,2,S,99.42,0
1621,FOX,21st Century Fox Class B,3141,311000,M,3,B,31.43,0
1622,FOXA,21st Century Fox Class A,3142,814000,M,3,B,31.72,0
1623,GILD,Gilead Sciences Inc,1243,942000,M,1,S,78.78,0
1624,GOOG,Alphabet Class C,1144,571000,M,1,B,789.78,0
1625,GOOGL,Alphabet Class A,1145,166000,M,1,B,815.18,0
1626,HSIC,Henry Schein Inc,2246,994000,M,2,S,159.92,50
1627,ILMN,Illumina Inc,3247,128000,M,3,S,162.08,0
1628,INCY,Incyte Corp,2148,687000,M,2,B,124.27,0
1629,INTC,Intel Corp,1249,764000,M,1,S,36.44,0
1630,INTU,Intuit Inc,2150,364000,M,2,B,117.67,0
1631,ISRG,Intuitive Surgical Inc,1151,308000,M,1,B,694.08,0
1632,AAL,American Airlines Group Inc,3101,441000,M,3,B,40.48,0
1633,AAPL,Apple Inc,2102,400000,M,2,B,121.06,50
1634,ADBE,Adobe Systems Inc,2203,513000,M,2,S,110.1,100
1635,ADI,Analog Devices Inc,2204,874000,M,2,S,76.43,0
1636,ADP,Automatic Data Processing Inc,2205,761000,M,2,S,95.34,50
1637,ADSK,Autodesk Inc,2106,657000,M,2,B,81.18,0
1638,AKAM,Akamai Technologies Inc,2207,236000,M,2,S,69.02,0
1639,ALXN,Alexion Pharmaceuticals Inc,1108,653000,M,1,B,132.18,0
1640,AMAT,Applied Materials Inc,1209,657000,M,1,S,35.18,0
1641,AMGN,Amgen Inc,1110,333000,M,1,B,159.6,50
1642,AMZN,Amazon.com Inc,3111,711000,M,3,B,832.19,0
1643,ATVI,Activision Blizzard Inc,1112,817000,M,1,B,40.53,0
1644,AVGO,Broadcom Ltd,1213,373000,M,1,S,208.7,100
1645,BBBY,Bed Bath & Beyond Inc,3214,826000,M,3,S,39.94,0
1646,BIDU,Baidu Inc,3115,177000,M,3,B,172.85,100
1647,BIIB,Biogen Inc,3216,905000,M,3,S,282.1,0
1648,BMRN,Biomarin Pharmaceutical Inc,1217,611000,M,1,S,88.7,0
1649,CA,CA Inc,2118,570000,M,2,B,31.12,0
1650,CELG,Celgene Corp,2119,308000,M,2,B,117.34,0
1651,CERN,Cerner Corp,3220,202000,M,3,S,54.08,0
1652,CHKP,Check Point Software Technologies Ltd,2121,583000,M,2,B,101.03,50
1653,CHTR,Charter Communications Inc,3222,671000,M,3,S,326.94,50
1654,CMCSA,Comcast Corp,3223,465000,M,3,S,75.88,0
1655,COST,Costco Wholesale Corp,2124,334000,M,2,B,161.96,0
1656,CSCO,Cisco Systems Inc,2125,361000,M,2,B,30.61,0
1657,CSX,CSX Corp,2226,684000,M,2,S,47.57,100
1658,CTRP,Ctrip.Com International Ltd,2227,580000,M,2,S,42.98,0
1659,CTSH,Cognizant Technology Solutions Corp,2128,424000,M,2,B,52.58,0
1660,CTXS,Citrix Systems Inc,3129,638000,M,3,B,71.24,0
1661,DISCA,Discovery Communications Inc,1230,848000,M,1,S,28.21,0
1662,DISCK,Discovery Communications Inc,1231,513000,M,1,S,27.52,0
1663,DISH,DISH Network Corp,2132,180000,M,2,B,66.3,0
1664,DLTR,Dollar Tree Inc,3133,618000,M,3,B,76.53,0
1665,EA,Electronic Arts,2134,350000,M,2,B,86.07,100
1666,EBAY,eBay Inc,2235,366000,M,2,S,32.14,0
1667,ESRX,Express Scripts Holding Co,1136,279000,M,1,B,69.07,0
1668,EXPE,Expedia Inc,3237,714000,M,3,S,120.89,0
1669,FAST,Fastenal Co,2138,956000,M,2,B,49.66,0
1670,FB,Facebook,2239,125000,M,2,S,133.45,0
1671,FISV,Fiserv Inc,1140,562000,M,1,B,105.34,100
1672,FOX,21st Century Fox Class B,3241,489000,M,3,S,31.52,0
1673,FOXA,21st Century Fox Class A,3142,902000,M,3,B,31.69,0
1674,GILD,Gilead Sciences Inc,2143,809000,M,2,B,72.79,0
1675,GOOG,Alphabet Class C,3144,505000,M,3,B,795.75,100
1676,GOOGL,Alphabet Class A,2145,816000,M,2,B,815.23,0
1677,HSIC,Henry Schein Inc,2146,203000,M,2,B,160.32,0
1678,ILMN,Illumina Inc,1147,262000,M,1,B,161.9,0
1679,INCY,Incyte Corp,2148,146000,M,2,B,124.3,50
1680,INTC,Intel Corp,3149,633000,M,3,B,36.4,100
1681,INTU,Intuit Inc,1250,497000,M,1,S,117.68,50
1682,ISRG,Intuitive Surgical Inc,3251,813000,M,3,S,697.09,0
1683,AAL,American Airlines Group Inc,2101,841000,M,2,B,44.0,0
1684,AAPL,Apple Inc,3102,698000,M,3,B,125.07,0
1685,ADBE,Adobe Systems Inc,2203,173000,M,2,S,106.66,0
1686,ADI,Analog Devices Inc,3104,828000,M,3,B,76.3,0
1687,ADP,Automatic Data Processing Inc,2205,841000,M,2,S,99.78,0
1688,ADSK,Autodesk Inc,2206,370000,M,2,S,81.26,0
1689,AKAM,Akamai Technologies Inc,3107,999000,M,3,B,68.87,0
1690,ALXN,Alexion Pharmaceuticals Inc,3208,646000,M,3,S,132.41,0
1691,AMAT,Applied Materials Inc,1109,251000,M,1,B,35.08,0
1692,AMGN,Amgen Inc,2210,992000,M,2,S,160.09,100
1693,AMZN,Amazon.com Inc,2111,859000,M,2,B,832.17,0
1694,ATVI,Activision Blizzard Inc,3112,880000,M,3,B,40.56,50
1695,AVGO,Broadcom Ltd,3213,557000,M,3,S,213.68,50
1696,BBBY,Bed Bath & Beyond Inc,1214,461000,M,1,S,40.0,0
1697,BIDU,Baidu Inc,2115,583000,M,2,B,171.82,0
1698,BIIB,Biogen Inc,3116,435000,M,3,B,281.91,0
1699,BMRN,Biomarin Pharmaceutical Inc,3117,815000,M,3,B,88.72,0
1700,CA,CA Inc,3118,174000,M,3,B,31.16,0
1701,CELG,Celgene Corp,1219,956000,M,1,S,117.54,0
1702,CERN,Cerner Corp,3220,920000,M,3,S,54.09,0
1703,CHKP,Check Point Software Technologies Ltd,1121,763000,M,1,B,99.58,0
1704,CHTR,Charter Communications Inc,1222,159000,M,1,S,321.96,0
1705,CMCSA,Comcast Corp,2223,818000,M,2,S,75.86,50
1706,COST,Costco Wholesale Corp,3124,255000,M,3,B,161.99,0
1707,CSCO,Cisco Systems Inc,3225,811000,M,3,S,30.73,0
1708,CSX,CSX Corp,3126,763000,M,3,B,38.42,0
1709,CTRP,Ctrip.Com International Ltd,1227,613000,M,1,S,43.06,50
1710,CTSH,Cognizant Technology Solutions Corp,2228,398000,M,2,S,52.64,100
1711,CTXS,Citrix Systems Inc,2129,795000,M,2,B,71.23,0
1712,DISCA,Discovery Communications Inc,1130,938000,M,1,B,28.14,0
1713,DISCK,Discovery Communications Inc,1131,589000,M,1,B,27.44,0
1714,DISH,DISH Network Corp,2232,869000,M,2,S,61.5,0
1715,DLTR,Dollar Tree Inc,1233,861000,M,1,S,76.57,0
1716,EA,Electronic Arts,2234,591000,M,2,S,86.06,0
1717,EBAY,eBay Inc,3135,526000,M,3,B,32.06,100
1718,ESRX,Express Scripts Holding Co,2236,238000,M,2,S,69.14,0
1719,EXPE,Expedia Inc,2137,819000,M,2,B,120.91,0
1720,FAST,Fastenal Co,1138,877000,M,1,B,49.69,0
1721,FB,Facebook,1239,261000,M,1,S,133.39,0
1722,FISV,Fiserv Inc,2140,933000,M,2,B,99.39,0
1723,FOX,21st Century Fox Class B,3141,623000,M,3,B,31.47,0
1724,FOXA,21st Century Fox Class A,1242,226000,M,1,S,31.89,0
1725,GILD,Gilead Sciences Inc,3143,583000,M,3,B,72.76,0
1726,GOOG,Alphabet Class C,1244,991000,M,1,S,789.8,100
1727,GOOGL,Alphabet Class A,2245,521000,M,2,S,815.4,0
1728,HSIC,Henry Schein Inc,3146,359000,M,3,B,159.87,0
1729,ILMN,Illumina Inc,3247,807000,M,3,S,162.09,0
1730,INCY,Incyte Corp,2248,941000,M,2,S,129.43,0
1731,INTC,Intel Corp,1249,852000,M,1,S,31.42,0
1732,INTU,Intuit Inc,1150,796000,M,1,B,121.16,0
1733,ISRG,Intuitive Surgical Inc,3151,348000,M,3,B,697.08,50
1734,AAL,American Airlines Group Inc,3101,133000,M,3,B,44.04,0
1735,AAPL,Apple Inc,3102,864000,M,3,B,129.04,0
1736,ADBE,Adobe Systems Inc,2203,978000,M,2,S,113.58,0
1737,ADI,Analog Devices Inc,3104,303000,M,3,B,76.35,0
1738,ADP,Automatic Data Processing Inc,3105,805000,M,3,B,95.24,0
1739,ADSK,Autodesk Inc,2106,435000,M,2,B,81.13,0
1740,AKAM,Akamai Technologies Inc,3207,537000,M,3,S,69.1,50
1741,ALXN,Alexion Pharmaceuticals Inc,2208,394000,M,2,S,132.32,0
1742,AMAT,Applied Materials Inc,1209,874000,M,1,S,35.28,0
1743,AMGN,Amgen Inc,3110,409000,M,3,B,160.59,100
1744,AMZN,Amazon.com Inc,3111,950000,M,3,B,832.17,50
1745,ATVI,Activision Blizzard Inc,1212,450000,M,1,S,36.17,0
1746,AVGO,Broadcom Ltd,2113,801000,M,2,B,208.57,0
1747,BBBY,Bed Bath & Beyond Inc,2214,930000,M,2,S,39.95,0
1748,BIDU,Baidu Inc,2115,563000,M,2,B,173.77,0
1749,BIIB,Biogen Inc,3116,201000,M,3,B,281.96,100
1750,BMRN,Biomarin Pharmaceutical Inc,2117,510000,M,2,B,88.76,0
1751,CA,CA Inc,1118,965000,M,1,B,31.14,0
1752,CELG,Celgene Corp,3119,511000,M,3,B,117.36,0
1753,CERN,Cerner Corp,3120,495000,M,3,B,53.96,0
1754,CHKP,Check Point Software Technologies Ltd,1121,245000,M,1,B,98.08,0
1755,CHTR,Charter Communications Inc,1222,181000,M,1,S,327.01,0
1756,CMCSA,Comcast Corp,3223,741000,M,3,S,78.95,0
1757,COST,Costco Wholesale Corp,3124,661000,M,3,B,161.97,50
1758,CSCO,Cisco Systems Inc,2225,785000,M,2,S,30.6,100
1759,CSX,CSX Corp,2126,208000,M,2,B,47.39,100
1760,CTRP,Ctrip.Com International Ltd,1127,568000,M,1,B,47.9,0
1761,CTSH,Cognizant Technology Solutions Corp,1228,138000,M,1,S,45.77,50
1762,CTXS,Citrix Systems Inc,1129,821000,M,1,B,71.24,0
1763,DISCA,Discovery Communications Inc,3130,687000,M,3,B,28.1,0
1764,DISCK,Discovery Communications Inc,1231,536000,M,1,S,27.56,50
1765,DISH,DISH Network Corp,2132,143000,M,2,B,61.27,0
1766,DLTR,Dollar Tree Inc,2233,175000,M,2,S,76.7,0
1767,EA,Electronic Arts,2134,332000,M,2,B,83.03,50
1768,EBAY,eBay Inc,1135,203000,M,1,B,24.05,0
1769,ESRX,Express Scripts Holding Co,2236,767000,M,2,S,69.29,100
1770,EXPE,Expedia Inc,3137,734000,M,3,B,120.94,50
1771,FAST,Fastenal Co,2238,415000,M,2,S,49.76,0
1772,FB,Facebook,2139,125000,M,2,B,133.35,0
1773,FISV,Fiserv Inc,2140,742000,M,2,B,105.37,0
1774,FOX,21st Century Fox Class B,2141,395000,M,2,B,31.44,0
1775,FOXA,21st Century Fox Class A,1242,852000,M,1,S,31.8,0
1776,GILD,Gilead Sciences Inc,2143,946000,M,2,B,72.77,0
1777,GOOG,Alphabet Class C,3144,475000,M,3,B,789.74,0
1778,GOOGL,Alphabet Class A,2245,897000,M,2,S,815.36,0
1779,HSIC,Henry Schein Inc,1246,614000,M,1,S,159.96,0
1780,ILMN,Illumina Inc,1247,220000,M,1,S,162.08,0
1781,INCY,Incyte Corp,1248,992000,M,1,S,124.45,0
1782,INTC,Intel Corp,3149,207000,M,3,B,36.34,0
1783,INTU,Intuit Inc,2150,985000,M,2,B,117.63,0
1784,ISRG,Intuitive Surgical Inc,1151,472000,M,1,B,695.56,0
1785,AAL,American Airlines Group Inc,1201,954000,M,1,S,44.26,0
1786,AAPL,Apple Inc,3202,990000,M,3,S,129.28,100
1787,ADBE,Adobe Systems Inc,2103,110000,M,2,B,113.52,50
1788,ADI,Analog Devices Inc,1204,773000,M,1,S,76.42,0
1789,ADP,Automatic Data Processing Inc,3205,498000,M,3,S,95.44,100
1790,ADSK,Autodesk Inc,2106,124000,M,2,B,81.16,50
1791,AKAM,Akamai Technologies Inc,3207,311000,M,3,S,72.01,0
1792,ALXN,Alexion Pharmaceuticals Inc,3108,837000,M,3,B,132.2,0
1793,AMAT,Applied Materials Inc,3209,407000,M,3,S,35.09,100
1794,AMGN,Amgen Inc,1110,206000,M,1,B,160.59,100
1795,AMZN,Amazon.com Inc,2111,508000,M,2,B,829.21,0
1796,ATVI,Activision Blizzard Inc,3212,542000,M,3,S,40.64,0
1797,AVGO,Broadcom Ltd,1113,381000,M,1,B,203.62,50
1798,BBBY,Bed Bath & Beyond Inc,2214,992000,M,2,S,39.94,50
1799,BIDU,Baidu Inc,2215,370000,M,2,S,173.89,0
1800,BIIB,Biogen Inc,3116,815000,M,3,B,288.96,0
1801,BMRN,Biomarin Pharmaceutical Inc,1217,125000,M,1,S,88.89,0
1802,CA,CA Inc,2218,579000,M,2,S,31.22,100
1803,CELG,Celgene Corp,2219,294000,M,2,S,117.49,0
1804,CERN,Cerner Corp,3120,983000,M,3,B,53.96,0
1805,CHKP,Check Point Software Technologies Ltd,1121,339000,M,1,B,98.06,0
1806,CHTR,Charter Communications Inc,2222,702000,M,2,S,326.95,0
1807,CMCSA,Comcast Corp,3223,370000,M,3,S,75.87,100
1808,COST,Costco Wholesale Corp,3224,328000,M,3,S,165.62,0
1809,CSCO,Cisco Systems Inc,2125,403000,M,2,B,37.59,0
1810,CSX,CSX Corp,2126,628000,M,2,B,38.43,0
1811,CTRP,Ctrip.Com International Ltd,3127,667000,M,3,B,42.88,0
1812,CTSH,Cognizant Technology Solutions Corp,2228,634000,M,2,S,49.21,0
1813,CTXS,Citrix Systems Inc,2229,175000,M,2,S,71.45,0
1814,DISCA,Discovery Communications Inc,1230,820000,M,1,S,28.27,100
1815,DISCK,Discovery Communications Inc,2231,487000,M,2,S,27.02,0
1816,DISH,DISH Network Corp,2132,185000,M,2,B,61.29,50
1817,DLTR,Dollar Tree Inc,3133,411000,M,3,B,76.5,0
1818,EA,Electronic Arts,2234,276000,M,2,S,84.56,100
1819,EBAY,eBay Inc,1235,291000,M,1,S,32.23,0
1820,ESRX,Express Scripts Holding Co,1136,269000,M,1,B,71.11,0
1821,EXPE,Expedia Inc,1137,539000,M,1,B,117.95,50
1822,FAST,Fastenal Co,1238,569000,M,1,S,49.83,0
1823,FB,Facebook,3239,698000,M,3,S,133.45,0
1824,FISV,Fiserv Inc,2140,747000,M,2,B,105.33,50
1825,FOX,21st Century Fox Class B,3141,477000,M,3,B,31.41,0
1826,FOXA,21st Century Fox Class A,3242,779000,M,3,S,31.77,0
1827,GILD,Gilead Sciences Inc,1243,712000,M,1,S,72.87,100
1828,GOOG,Alphabet Class C,1144,368000,M,1,B,795.74,50
1829,GOOGL,Alphabet Class A,1245,420000,M,1,S,815.34,0
1830,HSIC,Henry Schein Inc,1246,761000,M,1,S,160.03,100
1831,ILMN,Illumina Inc,3247,824000,M,3,S,162.01,0
1832,INCY,Incyte Corp,1248,664000,M,1,S,124.4,50
1833,INTC,Intel Corp,3249,459000,M,3,S,36.53,100
1834,INTU,Intuit Inc,3150,226000,M,3,B,117.59,0
1835,ISRG,Intuitive Surgical Inc,1251,144000,M,1,S,697.11,0
1836,AAL,American Airlines Group Inc,1101,360000,M,1,B,44.08,50
1837,AAPL,Apple Inc,3202,505000,M,3,S,121.21,0
1838,ADBE,Adobe Systems Inc,1203,897000,M,1,S,110.16,100
1839,ADI,Analog Devices Inc,1204,903000,M,1,S,76.54,0
1840,ADP,Automatic Data Processing Inc,3105,682000,M,3,B,104.34,0
1841,ADSK,Autodesk Inc,1106,323000,M,1,B,81.15,100
1842,AKAM,Akamai Technologies Inc,3207,721000,M,3,S,69.05,0
1843,ALXN,Alexion Pharmaceuticals Inc,2208,258000,M,2,S,132.33,100
1844,AMAT,Applied Materials Inc,1109,723000,M,1,B,28.07,0
1845,AMGN,Amgen Inc,2110,710000,M,2,B,160.61,0
1846,AMZN,Amazon.com Inc,1211,450000,M,1,S,832.36,0
1847,ATVI,Activision Blizzard Inc,1212,970000,M,1,S,40.78,50
1848,AVGO,Broadcom Ltd,3113,477000,M,3,B,208.6,50
1849,BBBY,Bed Bath & Beyond Inc,3114,157000,M,3,B,40.88,100
1850,BIDU,Baidu Inc,1115,693000,M,1,B,173.83,0
1851,BIIB,Biogen Inc,2116,110000,M,2,B,281.94,0
1852,BMRN,Biomarin Pharmaceutical Inc,2117,151000,M,2,B,88.77,50
1853,CA,CA Inc,2218,887000,M,2,S,38.31,0
1854,CELG,Celgene Corp,1119,587000,M,1,B,117.29,0
1855,CERN,Cerner Corp,1220,791000,M,1,S,54.06,0
1856,CHKP,Check Point Software Technologies Ltd,3121,270000,M,3,B,98.07,0
1857,CHTR,Charter Communications Inc,1222,995000,M,1,S,326.88,0
1858,CMCSA,Comcast Corp,2123,710000,M,2,B,81.85,0
1859,COST,Costco Wholesale Corp,3224,374000,M,3,S,162.21,0
1860,CSCO,Cisco Systems Inc,3125,334000,M,3,B,30.59,0
1861,CSX,CSX Corp,2226,971000,M,2,S,47.49,0
1862,CTRP,Ctrip.Com International Ltd,2227,246000,M,2,S,42.97,0
1863,CTSH,Cognizant Technology Solutions Corp,2228,813000,M,2,S,52.61,0
1864,CTXS,Citrix Systems Inc,1129,904000,M,1,B,71.25,0
1865,DISCA,Discovery Communications Inc,2230,463000,M,2,S,37.26,100
1866,DISCK,Discovery Communications Inc,1131,607000,M,1,B,27.42,50
1867,DISH,DISH Network Corp,3232,157000,M,3,S,66.34,50
1868,DLTR,Dollar Tree Inc,2133,512000,M,2,B,76.45,50
1869,EA,Electronic Arts,1234,410000,M,1,S,86.08,0
1870,EBAY,eBay Inc,3135,970000,M,3,B,32.09,50
1871,ESRX,Express Scripts Holding Co,3136,412000,M,3,B,69.12,100
1872,EXPE,Expedia Inc,1237,155000,M,1,S,118.04,100
1873,FAST,Fastenal Co,1138,528000,M,1,B,49.67,0
1874,FB,Facebook,1239,467000,M,1,S,133.41,0
1875,FISV,Fiserv Inc,1140,474000,M,1,B,102.3,0
1876,FOX,21st Century Fox Class B,2241,173000,M,2,S,31.43,0
1877,FOXA,21st Century Fox Class A,1242,732000,M,1,S,31.83,100
1878,GILD,Gilead Sciences Inc,2143,810000,M,2,B,78.8,0
1879,GOOG,Alphabet Class C,1144,324000,M,1,B,792.77,0
1880,GOOGL,Alphabet Class A,2145,478000,M,2,B,815.15,0
1881,HSIC,Henry Schein Inc,1246,115000,M,1,S,160.86,0
1882,ILMN,Illumina Inc,2147,185000,M,2,B,161.82,50
1883,INCY,Incyte Corp,2148,895000,M,2,B,129.31,0
